species,decimalLongitude,decimalLatitude
Cedrela odorata,-47.187778,-18.49
Cedrela odorata,-47.258,-22.874
Cedrela odorata,-47.6161968,-20.7426678
Cedrela odorata,-47.704087,-21.234637
Cedrela odorata,-47.75,-15.75
Cedrela odorata,-47.78471,-15.6555
Cedrela odorata,-47.784722,-15.655556
Cedrela odorata,-47.8,-21.166667
Cedrela odorata,-47.860556,-22.142778
Cedrela odorata,-47.895417,-21.36231
Cedrela odorata,-47.903333,-15.941667
Cedrela odorata,-47.916667,-15.5575
Cedrela odorata,-47.91667,-15.95
Cedrela odorata,-47.9167,-15.55738
Cedrela odorata,-47.929444,-15.779722
Cedrela odorata,-47.929722,-15.779722
Cedrela odorata,-47.9298727,-15.7834208
Cedrela odorata,-47.93495,-15.952
Cedrela odorata,-47.935,-15.951944
Cedrela odorata,-47.9413005,-21.345168
Cedrela odorata,-47.943333,-15.844861
Cedrela odorata,-47.985,-24.0575
Cedrela odorata,-48.05,-15.866667
Cedrela odorata,-48.095833,-10.304722
Cedrela odorata,-48.120556,-11.448889
Cedrela odorata,-48.124722,-15.519722
Cedrela odorata,-48.15139,-13.43167
Cedrela odorata,-48.166667,-15.583333
Cedrela odorata,-48.16667,-15.58333
Cedrela odorata,-48.24,-1.271667
Cedrela odorata,-48.411389,-1.418056
Cedrela odorata,-48.455522,-1.284992
Cedrela odorata,-48.455556,-1.285
Cedrela odorata,-48.476548,-1.453489
Cedrela odorata,-48.476667,-1.453611
Cedrela odorata,-48.48333,-15.86667
Cedrela odorata,-48.490278000000004,-1.455833
Cedrela odorata,-48.5608,-21.7783
Cedrela odorata,-48.619,-26.482
Cedrela odorata,-48.626667,-17.743611
Cedrela odorata,-48.637222,-23.046111
Cedrela odorata,-48.852,-26.314
Cedrela odorata,-48.889167,-25.359722
Cedrela odorata,-49.016667,-22.333333
Cedrela odorata,-49.0226134,-22.3446683
Cedrela odorata,-49.1235068,-20.4465624
Cedrela odorata,-49.49232,-25.58912
Cedrela odorata,-49.516667,-19.916667
Cedrela odorata,-49.6068122,-21.3196649
Cedrela odorata,-49.6096122,-21.3173639
Cedrela odorata,-49.686111,-26.3675
Cedrela odorata,-49.694722,-26.3675
Cedrela odorata,-49.6952169,-22.4174668
Cedrela odorata,-49.770556,-19.988056
Cedrela odorata,-49.8202149,-21.4578628
Cedrela odorata,-49.9292134,-21.3686632
Cedrela odorata,-50.08,-17.688333
Cedrela odorata,-50.080278,-17.687222
Cedrela odorata,-50.082222,-17.687778
Cedrela odorata,-50.107222,-17.720833
Cedrela odorata,-50.130278,-27.541111
Cedrela odorata,-50.156667,-28.201389
Cedrela odorata,-50.703889,-26.856944
Cedrela odorata,-50.9453202,-20.8411592
Cedrela odorata,-51.028611,-27.7175
Cedrela odorata,-51.177,-29.99
Cedrela odorata,-51.673056,-18.921944
Cedrela odorata,-51.84,-18
Cedrela odorata,-51.880833,-3.381944
Cedrela odorata,-51.882222,-3.383889
Cedrela odorata,-51.961667,-21.257778
Cedrela odorata,-52.101,-21.350833
Cedrela odorata,-52.101111,-21.350833
Cedrela odorata,-52.31,2.34
Cedrela odorata,-52.3116,4.929
Cedrela odorata,-52.333333,-15.666667
Cedrela odorata,-52.41135,-26.437495
Cedrela odorata,-52.426172,-26.247367
Cedrela odorata,-52.4957,-3.601317
Cedrela odorata,-52.516667,-2.566667
Cedrela odorata,-52.51667,2.56667
Cedrela odorata,-52.52,2.57
Cedrela odorata,-52.52,-2.57
Cedrela odorata,-52.585459,-7.204003
Cedrela odorata,-52.585556,-7.203889
Cedrela odorata,-52.609444,-1.028889
Cedrela odorata,-52.609561,-1.028985
Cedrela odorata,-52.63889,3.78889
Cedrela odorata,-52.853056,-18.659444
Cedrela odorata,-52.8731,-10.8339
Cedrela odorata,-52.97,-1.966667
Cedrela odorata,-52.9708,3.8558
Cedrela odorata,-53.03,3.75
Cedrela odorata,-53.08972,-10.77306
Cedrela odorata,-53.183333,-22.3
Cedrela odorata,-53.2,3.61
Cedrela odorata,-53.2,3.61667
Cedrela odorata,-53.2,3.62
Cedrela odorata,-53.23477,3.92404
Cedrela odorata,-53.24036,3.91451
Cedrela odorata,-53.26049,3.5856
Cedrela odorata,-53.26349,3.58892
Cedrela odorata,-53.26467,3.5903
Cedrela odorata,-53.26648,3.59228
Cedrela odorata,-53.26704,3.59296
Cedrela odorata,-53.28937,3.60167
Cedrela odorata,-53.361944,-22.610278
Cedrela odorata,-53.37,2.81
Cedrela odorata,-53.43138,3.73168
Cedrela odorata,-53.544444,-21.25
Cedrela odorata,-53.57,-26.67
Cedrela odorata,-53.77619,2.37986
Cedrela odorata,-53.78,5.66
Cedrela odorata,-53.87387,5.5053
Cedrela odorata,-53.96,-26.64
Cedrela odorata,-53.986667,-3.727222
Cedrela odorata,-53.986773,-3.727227
Cedrela odorata,-54,0
Cedrela odorata,-54.18722,4.84694
Cedrela odorata,-54.32644,2.23803
Cedrela odorata,-54.38459,4.4742
Cedrela odorata,-54.641309,-27.162961
Cedrela odorata,-54.7875,-20.558611
Cedrela odorata,-55,-24.33333
Cedrela odorata,-55.1252,-9.3957
Cedrela odorata,-55.125278,-9.395833
Cedrela odorata,-55.1414,-24.231797
Cedrela odorata,-55.165833,-0.221111
Cedrela odorata,-55.214444,-9.665833
Cedrela odorata,-55.41194,-1.68778
Cedrela odorata,-55.485833,-9.27
Cedrela odorata,-55.4859,-9.2701
Cedrela odorata,-55.491111,-11.001389
Cedrela odorata,-55.491111,-11.013333
Cedrela odorata,-55.53,-1
Cedrela odorata,-55.625,4.1006
Cedrela odorata,-55.636111,-1.881111
Cedrela odorata,-55.686389,-20.963889000000002
Cedrela odorata,-55.800933,-25.165836
Cedrela odorata,-55.816389,-9.450278
Cedrela odorata,-55.816389,-9.452778
Cedrela odorata,-55.816389,-9.453056
Cedrela odorata,-55.816944,-9.453056
Cedrela odorata,-55.82,-9.452889
Cedrela odorata,-55.916111,-9.587222
Cedrela odorata,-55.92333,-13.40083
Cedrela odorata,-56.086111,-15.620528
Cedrela odorata,-56.396389,-23.840556
Cedrela odorata,-56.441,-25.427
Cedrela odorata,-56.775556,-9.346389
Cedrela odorata,-56.78889,2.325
Cedrela odorata,-56.7889,2.325
Cedrela odorata,-56.798611,-27.425833
Cedrela odorata,-56.826111,-9.345278
Cedrela odorata,-56.993056,-9.319444
Cedrela odorata,-57.0075,-9.275556
Cedrela odorata,-57.013008,2.566108
Cedrela odorata,-57.036389,-9.2425
Cedrela odorata,-57.15,-25.22
Cedrela odorata,-57.15,-25.9
Cedrela odorata,-57.15,-26.9
Cedrela odorata,-57.166667,-25.416667
Cedrela odorata,-57.17,-25.42
Cedrela odorata,-57.17,-26.87
Cedrela odorata,-57.233333,-25.15
Cedrela odorata,-57.33,-0.416667
Cedrela odorata,-57.42,-25.28
Cedrela odorata,-57.45,-25.666667
Cedrela odorata,-57.45,-25.67
Cedrela odorata,-57.466667,-25.333333
Cedrela odorata,-57.46667,-25.33333
Cedrela odorata,-57.47,-25.33
Cedrela odorata,-57.5,-25.25
Cedrela odorata,-57.5,-25.666667
Cedrela odorata,-57.5,-25.67
Cedrela odorata,-57.53,-25.58
Cedrela odorata,-58.380441,-11.024918
Cedrela odorata,-58.380556,-11.025
Cedrela odorata,-58.749528,-11.413389
Cedrela odorata,-58.83,7
Cedrela odorata,-59,5
Cedrela odorata,-59.25,3.25
Cedrela odorata,-59.2739,3.15667
Cedrela odorata,-59.7,7.36667
Cedrela odorata,-59.8,3.35
Cedrela odorata,-59.97,-2.883333
Cedrela odorata,-60.021667,-3.119167
Cedrela odorata,-60.025,-3.101944
Cedrela odorata,-60.0262054,-3.1052811
Cedrela odorata,-60.658681,-3.154839
Cedrela odorata,-60.877124,14.416562
Cedrela odorata,-60.88,14.5
Cedrela odorata,-60.89,14.47
Cedrela odorata,-60.9421,14.67521
Cedrela odorata,-60.968713,13.897867
Cedrela odorata,-61.01929,14.65485
Cedrela odorata,-61.021286,14.652547
Cedrela odorata,-61.027059,14.463082
Cedrela odorata,-61.086,14.677
Cedrela odorata,-61.098,14.75
Cedrela odorata,-61.133993,13.972178
Cedrela odorata,-61.16,14.72
Cedrela odorata,-61.1639,14.7196
Cedrela odorata,-61.217385,10.609777
Cedrela odorata,-61.230126,10.459811
Cedrela odorata,-61.29393,15.9061
Cedrela odorata,-61.29925,15.96871
Cedrela odorata,-61.307031,14.818226
Cedrela odorata,-61.38,-5.873667
Cedrela odorata,-61.392417,10.641959
